time,temp_a,temp_b
26:1576.109,33.21,33.44
26:1576.236,33.21,33.44
26:1576.359,33.21,33.44
26:1576.482,33.21,33.44
26:1576.604,33.21,33.44
26:1576.731,33.21,33.44
26:1576.854,33.21,33.45
26:1576.977,33.21,33.44
26:1577.104,33.21,33.44
26:1577.227,33.21,33.44
26:1577.349,33.21,33.44
26:1577.473,33.2,33.44
26:1577.599,33.21,33.44
26:1577.723,33.21,33.45
26:1577.846,33.21,33.44
26:1577.969,33.21,33.44
26:1578.095,33.21,33.44
26:1578.218,33.21,33.44
26:1578.341,33.21,33.44
26:1578.468,33.21,33.44
26:1578.591,33.21,33.44
26:1578.714,33.21,33.44
26:1578.837,33.21,33.44
26:1578.963,33.21,33.45
26:1579.087,33.21,33.44
26:1579.209,33.21,33.44
26:1579.332,33.21,33.44
26:1579.459,33.21,33.44
26:1579.582,33.21,33.44
26:1579.705,33.21,33.44
26:1579.832,33.21,33.44
26:1579.955,33.21,33.44
26:1580.078,33.21,33.44
26:1580.201,33.21,33.44
26:1580.327,33.21,33.44
26:1580.451,33.21,33.44
26:1580.573,33.21,33.44
26:1580.696,33.21,33.44
26:1580.823,33.21,33.44
26:1580.946,33.21,33.44
26:1581.069,33.21,33.44
26:1581.192,33.21,33.44
26:1581.319,33.21,33.44
26:1581.441,33.21,33.44
26:1581.565,33.21,33.45
26:1581.691,33.21,33.44
26:1581.814,33.21,33.44
26:1581.937,33.21,33.44
26:1582.060,33.21,33.44
26:1582.187,33.21,33.44
26:1582.310,33.21,33.44
26:1582.433,33.21,33.44
26:1582.556,33.21,33.44
26:1582.683,33.21,33.44
26:1582.806,33.21,33.44
26:1582.929,33.21,33.44
26:1583.055,33.21,33.44
26:1583.178,33.21,33.44
26:1583.301,33.21,33.44
26:1583.424,33.21,33.44
26:1583.551,33.21,33.44
26:1583.674,33.21,33.44
26:1583.797,33.21,33.44
26:1583.920,33.21,33.44
26:1584.046,33.21,33.44
26:1584.169,33.21,33.44
26:1584.293,33.21,33.44
26:1584.416,33.21,33.44
26:1584.542,33.21,33.44
26:1584.665,33.21,33.44
26:1584.788,33.21,33.44
26:1584.915,33.21,33.44
26:1585.038,33.21,33.44
26:1585.161,33.22,33.44
26:1585.284,33.22,33.44
26:1585.410,33.21,33.44
26:1585.534,33.21,33.45
26:1585.656,33.21,33.45
26:1585.779,33.21,33.44
26:1585.906,33.21,33.44
26:1586.029,33.21,33.44
26:1586.152,33.21,33.44
26:1586.279,33.21,33.44
26:1586.402,33.21,33.44
26:1586.525,33.21,33.44
26:1586.648,33.21,33.44
26:1586.774,33.21,33.44
26:1586.897,33.21,33.44
26:1587.020,33.21,33.44
26:1587.143,33.21,33.44
26:1587.270,33.21,33.44
26:1587.393,33.21,33.44
26:1587.516,33.21,33.44
26:1587.642,33.21,33.44
26:1587.766,33.21,33.44
26:1587.889,33.21,33.44
26:1588.012,33.21,33.44
26:1588.138,33.21,33.44
26:1588.261,33.21,33.44
26:1588.384,33.21,33.45
26:1588.507,33.21,33.44
26:1588.634,33.21,33.44
26:1588.757,33.21,33.44
26:1588.880,33.21,33.44
26:1589.003,33.21,33.44
26:1589.130,33.21,33.44
26:1589.253,33.21,33.44
26:1589.376,33.21,33.44
26:1589.502,33.21,33.44
26:1589.625,33.21,33.44
26:1589.748,33.21,33.44
26:1589.871,33.21,33.44
26:1589.998,33.21,33.44
26:1590.121,33.21,33.44
26:1590.244,33.21,33.44
26:1590.367,33.21,33.44
26:1590.494,33.21,33.44
26:1590.617,33.21,33.44
26:1590.740,33.21,33.45
26:1590.866,33.21,33.44
26:1590.989,33.21,33.44
26:1591.112,33.21,33.44
26:1591.235,33.21,33.44
26:1591.362,33.22,33.44
26:1591.485,33.21,33.44
26:1591.608,33.21,33.44
26:1591.731,33.21,33.44
26:1591.857,33.21,33.44
26:1591.981,33.21,33.44
26:1592.104,33.22,33.44
26:1592.230,33.21,33.44
26:1592.353,33.21,33.44
26:1592.476,33.21,33.44
26:1592.599,33.21,33.44
26:1592.726,33.21,33.44
26:1592.848,33.21,33.44
26:1592.972,33.21,33.44
26:1593.095,33.21,33.44
26:1593.221,33.21,33.44
26:1593.345,33.21,33.44
26:1593.467,33.21,33.44
26:1593.590,33.21,33.44
26:1593.717,33.21,33.44
26:1593.840,33.21,33.44
26:1593.963,33.21,33.44
26:1594.090,33.21,33.44
26:1594.212,33.21,33.44
26:1594.336,33.21,33.44
26:1594.459,33.21,33.44
26:1594.585,33.21,33.44
26:1594.708,33.21,33.44
26:1594.831,33.21,33.44
26:1594.954,33.21,33.44
26:1595.081,33.21,33.44
26:1595.204,33.21,33.44
26:1595.327,33.21,33.44
26:1595.454,33.21,33.44
26:1595.577,33.22,33.44
26:1595.700,33.21,33.44
26:1595.823,33.21,33.44
26:1595.949,33.22,33.44
26:1596.072,33.21,33.44
26:1596.195,33.21,33.44
26:1596.318,33.22,33.44
26:1596.445,33.22,33.44
26:1596.568,33.22,33.44
26:1596.691,33.22,33.44
26:1596.817,33.22,33.44
26:1596.940,33.22,33.44
26:1597.064,33.22,33.44
26:1597.187,33.22,33.44
26:1597.313,33.22,33.44
26:1597.436,33.22,33.44
26:1597.559,33.22,33.44
26:1597.682,33.22,33.44
26:1597.809,33.22,33.44
26:1597.932,33.22,33.44
26:1598.055,33.22,33.44
26:1598.178,33.22,33.44
26:1598.304,33.22,33.44
26:1598.428,33.22,33.44
26:1598.550,33.22,33.44
26:1598.677,33.22,33.44
26:1598.800,33.22,33.44
26:1598.923,33.22,33.44
26:1599.046,33.22,33.44
26:1599.173,33.22,33.44
26:1599.296,33.22,33.44
26:1599.419,33.22,33.44
26:1599.542,33.22,33.44
26:1599.668,33.22,33.44
26:1599.792,33.22,33.44
26:1599.914,33.22,33.44
26:1600.041,33.22,33.44
26:1600.164,33.22,33.44
26:1600.287,33.22,33.44
26:1600.410,33.22,33.44
26:1600.536,33.22,33.44
26:1600.660,33.22,33.44
26:1600.783,33.22,33.44
26:1600.906,33.22,33.44
26:1601.032,33.22,33.45
26:1601.155,33.22,33.44
26:1601.278,33.22,33.44
26:1601.401,33.22,33.45
26:1601.528,33.22,33.45
26:1601.651,33.22,33.44
26:1601.774,33.22,33.45
26:1601.900,33.22,33.45
26:1602.024,33.22,33.45
26:1602.147,33.22,33.45
26:1602.269,33.22,33.44
26:1602.396,33.22,33.45
26:1602.519,33.22,33.45
26:1602.642,33.22,33.44
26:1602.765,33.22,33.45
26:1602.892,33.22,33.44
26:1603.015,33.22,33.45
26:1603.138,33.22,33.45
26:1603.264,33.22,33.44
26:1603.387,33.22,33.45
26:1603.510,33.22,33.45
26:1603.634,33.22,33.44
26:1603.760,33.22,33.44
26:1603.883,33.22,33.45
26:1604.006,33.22,33.45
26:1604.129,33.22,33.45
26:1604.256,33.22,33.45
26:1604.379,33.22,33.44
26:1604.502,33.22,33.45
26:1604.628,33.22,33.45
26:1604.751,33.22,33.45
26:1604.875,33.22,33.45
26:1604.998,33.22,33.45
26:1605.124,33.22,33.45
26:1605.247,33.22,33.45
26:1605.370,33.22,33.45
26:1605.493,33.22,33.45
26:1605.620,33.22,33.45
26:1605.743,33.22,33.45
26:1605.866,33.22,33.45
26:1605.989,33.22,33.45
26:1606.115,33.22,33.45
26:1606.238,33.22,33.45
26:1606.361,33.22,33.45
26:1606.488,33.22,33.45
26:1606.611,33.22,33.45
26:1606.734,33.22,33.44
26:1606.856,33.22,33.45
26:1606.984,33.22,33.45
26:1607.107,33.22,33.45
26:1607.230,33.22,33.45
26:1607.352,33.22,33.45
26:1607.479,33.22,33.45
26:1607.602,33.22,33.45
26:1607.725,33.22,33.45
26:1607.852,33.22,33.45
26:1607.975,33.22,33.45
26:1608.098,33.22,33.45
26:1608.221,33.22,33.45
26:1608.347,33.22,33.45
26:1608.471,33.22,33.45
26:1608.594,33.22,33.45
26:1608.717,33.22,33.45
26:1608.843,33.22,33.45
26:1608.966,33.22,33.45
26:1609.089,33.22,33.45
26:1609.216,33.22,33.45
26:1609.339,33.22,33.45
26:1609.462,33.22,33.45
26:1609.585,33.22,33.45
26:1609.711,33.22,33.45
26:1609.834,33.22,33.45
26:1609.958,33.23,33.45
26:1610.080,33.22,33.45
26:1610.207,33.22,33.45
26:1610.330,33.22,33.45
26:1610.453,33.22,33.45
26:1610.576,33.23,33.45
26:1610.703,33.22,33.45
26:1610.826,33.22,33.45
26:1610.949,33.22,33.45
26:1611.075,33.22,33.45
26:1611.199,33.22,33.45
26:1611.322,33.22,33.45
26:1611.444,33.23,33.45
26:1611.571,33.23,33.45
26:1611.694,33.22,33.45
26:1611.817,33.22,33.45
26:1611.940,33.22,33.45
26:1612.067,33.23,33.45
26:1612.190,33.23,33.45
26:1612.313,33.22,33.45
26:1612.439,33.23,33.45
26:1612.562,33.22,33.45
26:1612.685,33.22,33.45
26:1612.808,33.22,33.45
26:1612.935,33.22,33.45
26:1613.058,33.22,33.45
26:1613.181,33.23,33.45
26:1613.304,33.22,33.45
26:1613.431,33.23,33.45
26:1613.554,33.23,33.45
26:1613.677,33.23,33.45
26:1613.803,33.22,33.45
26:1613.926,33.22,33.45
26:1614.049,33.23,33.45
26:1614.172,33.22,33.45
26:1614.299,33.22,33.45
26:1614.422,33.22,33.45
26:1614.545,33.23,33.45
26:1614.668,33.23,33.45
26:1614.795,33.23,33.45
26:1614.918,33.23,33.45
26:1615.041,33.22,33.45
26:1615.163,33.23,33.45
26:1615.290,33.23,33.45
26:1615.413,33.23,33.45
26:1615.536,33.22,33.45
26:1615.663,33.22,33.45
26:1615.786,33.22,33.45
26:1615.909,33.22,33.45
26:1616.032,33.22,33.45
26:1616.158,33.23,33.45
26:1616.281,33.23,33.45
26:1616.405,33.22,33.45
26:1616.527,33.22,33.45
26:1616.654,33.22,33.45
26:1616.777,33.23,33.45
26:1616.900,33.22,33.45
26:1617.027,33.23,33.45
26:1617.150,33.23,33.45
26:1617.273,33.22,33.45
26:1617.396,33.22,33.45
26:1617.522,33.23,33.45
26:1617.646,33.22,33.45
26:1617.769,33.23,33.45
26:1617.891,33.23,33.45
26:1618.018,33.22,33.45
26:1618.141,33.22,33.45
26:1618.264,33.22,33.45
26:1618.391,33.23,33.45
26:1618.514,33.22,33.45
26:1618.637,33.23,33.45
26:1618.760,33.23,33.45
26:1618.886,33.22,33.45
26:1619.009,33.23,33.45
26:1619.132,33.22,33.45
26:1619.255,33.22,33.45
26:1619.382,33.22,33.45
26:1619.505,33.23,33.45
26:1619.628,33.23,33.45
26:1619.751,33.22,33.45
26:1619.877,33.22,33.45
27:1620.001,33.22,33.45
27:1620.124,33.22,33.45
27:1620.250,33.22,33.45
27:1620.373,33.22,33.45
27:1620.496,33.22,33.45
27:1620.619,33.22,33.45
27:1620.746,33.22,33.45
27:1620.869,33.22,33.45
27:1620.992,33.22,33.45
27:1621.115,33.22,33.45
27:1621.242,33.22,33.45
27:1621.365,33.22,33.45
27:1621.488,33.22,33.45
27:1621.614,33.23,33.45
27:1621.737,33.22,33.45
27:1621.860,33.22,33.45
27:1621.983,33.22,33.45
27:1622.110,33.22,33.44
27:1622.233,33.23,33.45
27:1622.356,33.22,33.45
27:1622.478,33.22,33.45
27:1622.605,33.22,33.45
27:1622.729,33.22,33.45
27:1622.851,33.23,33.44
27:1622.978,33.22,33.45
27:1623.101,33.22,33.45
27:1623.224,33.23,33.44
27:1623.347,33.22,33.45
27:1623.474,33.23,33.44
27:1623.597,33.22,33.45
27:1623.720,33.23,33.44
27:1623.843,33.23,33.45
27:1623.969,33.22,33.44
27:1624.093,33.23,33.44
27:1624.215,33.22,33.44
27:1624.338,33.23,33.45
27:1624.465,33.23,33.44
27:1624.588,33.22,33.44
27:1624.711,33.22,33.44
27:1624.838,33.22,33.45
27:1624.961,33.23,33.44
27:1625.084,33.23,33.45
27:1625.207,33.22,33.45
27:1625.333,33.23,33.45
27:1625.457,33.22,33.44
27:1625.579,33.23,33.44
27:1625.702,33.23,33.45
27:1625.829,33.23,33.45
27:1625.952,33.22,33.45
27:1626.075,33.23,33.44
27:1626.202,33.23,33.45
27:1626.325,33.23,33.45
27:1626.448,33.23,33.45
27:1626.571,33.22,33.45
27:1626.697,33.23,33.45
27:1626.820,33.23,33.44
27:1626.943,33.22,33.44
27:1627.066,33.23,33.44
27:1627.193,33.23,33.45
27:1627.316,33.23,33.45
27:1627.439,33.23,33.45
27:1627.562,33.23,33.44
27:1627.689,33.22,33.45
27:1627.812,33.23,33.44
27:1627.935,33.22,33.45
27:1628.061,33.22,33.45
27:1628.184,33.23,33.45
27:1628.307,33.22,33.44
27:1628.430,33.22,33.45
27:1628.557,33.23,33.45
27:1628.680,33.22,33.45
27:1628.803,33.22,33.45
27:1628.929,33.23,33.45
27:1629.053,33.23,33.44
27:1629.176,33.22,33.45
27:1629.298,33.23,33.45
27:1629.425,33.23,33.45
27:1629.548,33.23,33.45
27:1629.671,33.22,33.45
27:1629.794,33.22,33.45
27:1629.921,33.22,33.45
27:1630.044,33.23,33.44
27:1630.167,33.23,33.45
27:1630.294,33.22,33.45
27:1630.417,33.22,33.45
27:1630.540,33.22,33.45
27:1630.662,33.23,33.44
27:1630.789,33.23,33.45
27:1630.912,33.22,33.45
27:1631.035,33.23,33.45
27:1631.158,33.22,33.45
27:1631.285,33.22,33.45
27:1631.408,33.23,33.45
27:1631.531,33.23,33.45
27:1631.657,33.23,33.45
27:1631.781,33.23,33.45
27:1631.904,33.22,33.45
27:1632.026,33.22,33.44
27:1632.153,33.23,33.45
27:1632.276,33.23,33.45
27:1632.399,33.22,33.45
27:1632.522,33.23,33.45
27:1632.649,33.22,33.45
27:1632.772,33.22,33.45
27:1632.895,33.22,33.45
27:1633.021,33.23,33.45
27:1633.144,33.23,33.45
27:1633.267,33.23,33.45
27:1633.390,33.23,33.45
27:1633.517,33.23,33.45
27:1633.640,33.23,33.45
27:1633.763,33.23,33.45
27:1633.886,33.23,33.45
27:1634.012,33.22,33.45
27:1634.136,33.23,33.45
27:1634.258,33.23,33.45
27:1634.385,33.23,33.45
27:1634.508,33.23,33.45
27:1634.631,33.23,33.45
27:1634.754,33.23,33.44
27:1634.881,33.23,33.45
27:1635.004,33.23,33.45
27:1635.127,33.23,33.45
27:1635.250,33.23,33.45
27:1635.376,33.23,33.45
27:1635.499,33.23,33.45
27:1635.622,33.22,33.45
27:1635.749,33.23,33.44
27:1635.872,33.23,33.45
27:1635.995,33.23,33.45
27:1636.118,33.23,33.45
27:1636.245,33.23,33.45
27:1636.368,33.23,33.45
27:1636.491,33.23,33.45
27:1636.614,33.23,33.45
27:1636.740,33.23,33.45
27:1636.863,33.23,33.44
27:1636.986,33.23,33.45
27:1637.110,33.23,33.45
27:1637.236,33.23,33.45
27:1637.359,33.23,33.45
27:1637.482,33.23,33.45
27:1637.609,33.23,33.45
27:1637.732,33.23,33.45
27:1637.855,33.23,33.45
27:1637.978,33.23,33.45
27:1638.104,33.23,33.45
27:1638.228,33.23,33.45
27:1638.351,33.23,33.45
27:1638.473,33.23,33.45
27:1638.600,33.23,33.45
27:1638.723,33.23,33.45
27:1638.846,33.23,33.45
27:1638.972,33.23,33.45
27:1639.095,33.23,33.45
27:1639.219,33.23,33.45
27:1639.342,33.23,33.45
27:1639.468,33.23,33.45
27:1639.592,33.23,33.45
27:1639.714,33.23,33.45
27:1639.837,33.23,33.45
27:1639.964,33.23,33.45
27:1640.087,33.23,33.45
27:1640.210,33.23,33.45
27:1640.336,33.23,33.45
27:1640.460,33.23,33.45
27:1640.583,33.23,33.45
27:1640.706,33.23,33.45
27:1640.832,33.23,33.45
27:1640.955,33.23,33.45
27:1641.078,33.23,33.45
27:1641.201,33.23,33.45
27:1641.328,33.22,33.45
27:1641.451,33.23,33.45
27:1641.574,33.23,33.45
27:1641.697,33.23,33.45
27:1641.824,33.23,33.45
27:1641.947,33.23,33.45
27:1642.070,33.23,33.45
27:1642.196,33.22,33.45
27:1642.319,33.23,33.45
27:1642.442,33.23,33.45
27:1642.565,33.23,33.45
27:1642.692,33.23,33.45
27:1642.815,33.23,33.45
27:1642.938,33.23,33.45
27:1643.060,33.23,33.45
27:1643.188,33.23,33.45
27:1643.311,33.23,33.45
27:1643.434,33.22,33.45
27:1643.560,33.23,33.45
27:1643.683,33.23,33.45
27:1643.806,33.23,33.45
27:1643.929,33.23,33.45
27:1644.055,33.23,33.45
27:1644.179,33.23,33.45
27:1644.302,33.23,33.45
27:1644.425,33.22,33.45
27:1644.551,33.23,33.45
27:1644.675,33.23,33.45
27:1644.797,33.23,33.45
27:1644.924,33.23,33.45
27:1645.047,33.23,33.45
27:1645.170,33.23,33.45
27:1645.293,33.23,33.45
27:1645.420,33.23,33.45
27:1645.543,33.23,33.45
27:1645.666,33.23,33.45
27:1645.789,33.23,33.45
27:1645.915,33.23,33.45
27:1646.038,33.23,33.45
27:1646.161,33.23,33.45
27:1646.284,33.23,33.45
27:1646.411,33.23,33.45
27:1646.534,33.23,33.45
27:1646.657,33.23,33.45
27:1646.783,33.23,33.45
27:1646.907,33.23,33.45
27:1647.030,33.23,33.45
27:1647.153,33.23,33.45
27:1647.279,33.23,33.45
27:1647.402,33.23,33.45
27:1647.525,33.23,33.45
27:1647.648,33.23,33.45
27:1647.775,33.23,33.45
27:1647.898,33.23,33.45
27:1648.021,33.23,33.45
27:1648.147,33.23,33.45
27:1648.270,33.23,33.45
27:1648.394,33.23,33.45
27:1648.516,33.23,33.45
27:1648.643,33.23,33.45
27:1648.766,33.23,33.45
27:1648.889,33.23,33.45
27:1649.012,33.23,33.44
27:1649.139,33.23,33.45
27:1649.262,33.23,33.45
27:1649.385,33.23,33.45
27:1649.511,33.23,33.45
27:1649.634,33.23,33.45
27:1649.757,33.22,33.45
27:1649.880,33.23,33.45
27:1650.007,33.22,33.45
27:1650.130,33.23,33.44
27:1650.253,33.23,33.45
27:1650.376,33.23,33.45
27:1650.503,33.23,33.45
27:1650.626,33.23,33.45
27:1650.749,33.22,33.45
27:1650.871,33.22,33.45
27:1650.998,33.23,33.45
27:1651.121,33.23,33.45
27:1651.244,33.23,33.45
27:1651.371,33.23,33.45
27:1651.494,33.23,33.45
27:1651.617,33.23,33.45
27:1651.740,33.23,33.45
27:1651.866,33.23,33.45
27:1651.989,33.23,33.45
27:1652.113,33.22,33.45
27:1652.235,33.23,33.45
27:1652.362,33.23,33.45
27:1652.485,33.23,33.45
27:1652.608,33.23,33.45
27:1652.734,33.23,33.45
27:1652.858,33.23,33.45
27:1652.981,33.23,33.45
27:1653.103,33.23,33.45
27:1653.230,33.23,33.45
27:1653.353,33.23,33.45
27:1653.476,33.23,33.45
27:1653.599,33.23,33.45
27:1653.726,33.22,33.45
27:1653.849,33.23,33.45
27:1653.972,33.23,33.45
27:1654.094,33.23,33.45
27:1654.222,33.23,33.45
27:1654.345,33.23,33.45
27:1654.468,33.23,33.45
27:1654.594,33.22,33.45
27:1654.717,33.23,33.45
27:1654.840,33.22,33.45
27:1654.963,33.23,33.45
27:1655.090,33.23,33.45
27:1655.213,33.23,33.45
27:1655.336,33.22,33.45
27:1655.459,33.23,33.45
27:1655.585,33.23,33.44
27:1655.709,33.22,33.45
27:1655.831,33.23,33.45
27:1655.958,33.23,33.45
27:1656.081,33.23,33.45
27:1656.204,33.23,33.45
27:1656.327,33.23,33.45
27:1656.454,33.23,33.45
27:1656.577,33.23,33.45
27:1656.700,33.23,33.45
27:1656.823,33.23,33.45
27:1656.949,33.23,33.45
27:1657.072,33.23,33.45
27:1657.195,33.22,33.45
27:1657.322,33.23,33.45
27:1657.445,33.23,33.45
27:1657.568,33.23,33.45
27:1657.691,33.23,33.45
27:1657.817,33.23,33.45
27:1657.941,33.23,33.45
27:1658.064,33.23,33.45
27:1658.186,33.23,33.45
27:1658.313,33.23,33.45
27:1658.436,33.23,33.45
27:1658.559,33.23,33.45
27:1658.682,33.23,33.45
27:1658.809,33.23,33.45
27:1658.932,33.23,33.45
27:1659.055,33.23,33.45
27:1659.181,33.23,33.45
27:1659.305,33.23,33.45
27:1659.427,33.23,33.45
27:1659.550,33.23,33.45
27:1659.677,33.23,33.45
27:1659.800,33.23,33.45
27:1659.923,33.23,33.45
27:1660.046,33.23,33.45
27:1660.173,33.23,33.45
27:1660.296,33.23,33.45
27:1660.419,33.22,33.45
27:1660.545,33.23,33.45
27:1660.668,33.23,33.45
27:1660.791,33.23,33.45
27:1660.914,33.23,33.45
27:1661.041,33.22,33.45
27:1661.164,33.23,33.45
27:1661.287,33.23,33.45
27:1661.410,33.23,33.45
27:1661.536,33.23,33.45
27:1661.660,33.23,33.45
27:1661.782,33.23,33.45
27:1661.909,33.23,33.45
27:1662.032,33.23,33.45
27:1662.155,33.22,33.45
27:1662.278,33.23,33.45
27:1662.405,33.23,33.45
27:1662.528,33.23,33.45
27:1662.651,33.23,33.45
27:1662.774,33.23,33.45
27:1662.900,33.23,33.45
27:1663.024,33.23,33.45
27:1663.146,33.23,33.45
27:1663.269,33.23,33.45
27:1663.396,33.23,33.45
27:1663.519,33.23,33.45
27:1663.642,33.23,33.45
27:1663.768,33.23,33.45
27:1663.892,33.22,33.45
27:1664.015,33.23,33.45
27:1664.137,33.23,33.45
27:1664.264,33.23,33.45
27:1664.387,33.22,33.45
27:1664.510,33.22,33.45
27:1664.633,33.23,33.45
27:1664.760,33.22,33.45
27:1664.883,33.23,33.45
27:1665.006,33.23,33.45
27:1665.132,33.23,33.45
27:1665.256,33.23,33.45
27:1665.378,33.23,33.45
27:1665.501,33.23,33.45
27:1665.628,33.22,33.45
27:1665.751,33.23,33.45
27:1665.874,33.23,33.44
27:1665.997,33.23,33.45
27:1666.123,33.22,33.45
27:1666.247,33.22,33.45
27:1666.370,33.23,33.45
27:1666.496,33.23,33.45
27:1666.619,33.23,33.45
27:1666.742,33.23,33.45
27:1666.865,33.23,33.45
27:1666.992,33.22,33.45
27:1667.115,33.23,33.45
27:1667.238,33.22,33.45
27:1667.361,33.22,33.45
27:1667.487,33.22,33.44
27:1667.611,33.22,33.45
27:1667.734,33.23,33.45
27:1667.856,33.23,33.45
27:1667.983,33.22,33.45
27:1668.106,33.23,33.45
27:1668.229,33.22,33.45
27:1668.356,33.22,33.45
27:1668.479,33.22,33.45
27:1668.602,33.23,33.45
27:1668.725,33.23,33.45
27:1668.851,33.22,33.45
27:1668.975,33.22,33.45
27:1669.098,33.22,33.45
27:1669.220,33.23,33.45
27:1669.347,33.23,33.45
27:1669.470,33.23,33.45
27:1669.593,33.22,33.45
27:1669.720,33.22,33.45
27:1669.843,33.23,33.45
27:1669.966,33.23,33.45
27:1670.089,33.22,33.45
27:1670.215,33.23,33.45
27:1670.338,33.23,33.45
27:1670.461,33.23,33.44
27:1670.584,33.23,33.45
27:1670.711,33.23,33.45
27:1670.834,33.23,33.45
27:1670.957,33.23,33.45
27:1671.080,33.22,33.45
27:1671.207,33.23,33.45
27:1671.329,33.23,33.45
27:1671.452,33.23,33.45
27:1671.579,33.22,33.45
27:1671.702,33.22,33.45
27:1671.825,33.23,33.45
27:1671.948,33.23,33.45
27:1672.075,33.22,33.45
27:1672.198,33.23,33.45
27:1672.321,33.23,33.45
27:1672.444,33.22,33.45
27:1672.570,33.22,33.45
27:1672.694,33.22,33.45
27:1672.816,33.23,33.45
27:1672.943,33.23,33.45
27:1673.066,33.22,33.45
27:1673.189,33.23,33.45
27:1673.312,33.22,33.45
27:1673.439,33.22,33.45
27:1673.562,33.22,33.45
27:1673.685,33.22,33.45
27:1673.807,33.22,33.45
27:1673.934,33.23,33.45
27:1674.058,33.22,33.45
27:1674.180,33.22,33.45
27:1674.307,33.23,33.45
27:1674.430,33.22,33.45
27:1674.553,33.22,33.45
27:1674.676,33.22,33.45
27:1674.802,33.22,33.45
27:1674.926,33.22,33.45
27:1675.049,33.22,33.45
27:1675.171,33.22,33.45
27:1675.298,33.22,33.45
27:1675.421,33.22,33.45
27:1675.544,33.22,33.45
27:1675.667,33.22,33.45
27:1675.794,33.23,33.45
27:1675.917,33.22,33.45
27:1676.040,33.22,33.45
27:1676.166,33.22,33.45
27:1676.289,33.22,33.45
27:1676.412,33.22,33.45
27:1676.535,33.22,33.45
27:1676.662,33.23,33.45
27:1676.785,33.23,33.45
27:1676.908,33.22,33.45
27:1677.031,33.22,33.45
27:1677.157,33.22,33.45
27:1677.281,33.22,33.45
27:1677.404,33.22,33.45
27:1677.530,33.22,33.45
27:1677.653,33.23,33.45
27:1677.776,33.22,33.45
27:1677.899,33.22,33.45
27:1678.026,33.22,33.44
27:1678.149,33.22,33.45
27:1678.272,33.22,33.45
27:1678.395,33.22,33.45
27:1678.522,33.22,33.45
27:1678.645,33.22,33.45
27:1678.768,33.22,33.45
27:1678.894,33.22,33.45
27:1679.017,33.22,33.45
27:1679.140,33.22,33.45
27:1679.263,33.23,33.45
27:1679.390,33.23,33.45
27:1679.513,33.22,33.45
27:1679.636,33.23,33.45
27:1679.759,33.23,33.45
27:1679.885,33.22,33.45
28:1680.009,33.22,33.45
28:1680.131,33.23,33.45
28:1680.254,33.23,33.45
28:1680.381,33.22,33.45
28:1680.504,33.23,33.45
28:1680.627,33.23,33.45
28:1680.754,33.23,33.45
28:1680.877,33.23,33.45
28:1681.000,33.23,33.45
28:1681.122,33.23,33.45
28:1681.249,33.23,33.45
28:1681.372,33.23,33.45
28:1681.495,33.23,33.45
28:1681.618,33.23,33.45
28:1681.745,33.23,33.45
28:1681.868,33.23,33.45
28:1681.991,33.23,33.45
28:1682.117,33.23,33.45
28:1682.240,33.23,33.45
28:1682.363,33.23,33.45
28:1682.486,33.23,33.45
28:1682.613,33.23,33.45
28:1682.736,33.23,33.45
28:1682.859,33.23,33.45
28:1682.982,33.23,33.45
28:1683.109,33.23,33.45
28:1683.232,33.23,33.45
28:1683.354,33.23,33.45
28:1683.478,33.23,33.45
28:1683.604,33.23,33.45
28:1683.727,33.23,33.45
28:1683.850,33.23,33.45
28:1683.977,33.23,33.45
28:1684.100,33.23,33.45
28:1684.223,33.23,33.45
28:1684.346,33.23,33.45
28:1684.473,33.23,33.45
28:1684.596,33.23,33.45
28:1684.719,33.23,33.45
28:1684.841,33.23,33.45
28:1684.968,33.23,33.45
28:1685.091,33.23,33.45
28:1685.214,33.23,33.45
28:1685.341,33.23,33.45
28:1685.464,33.23,33.45
28:1685.587,33.23,33.45
28:1685.710,33.23,33.45
28:1685.836,33.23,33.45
28:1685.960,33.23,33.45
28:1686.082,33.23,33.45
28:1686.205,33.23,33.45
28:1686.332,33.23,33.45
28:1686.455,33.23,33.45
28:1686.578,33.23,33.45
28:1686.704,33.23,33.45
28:1686.828,33.23,33.45
28:1686.951,33.23,33.45
28:1687.074,33.23,33.45
28:1687.200,33.23,33.45
28:1687.323,33.23,33.45
28:1687.446,33.23,33.45
28:1687.569,33.23,33.45
28:1687.696,33.23,33.45
28:1687.819,33.23,33.45
28:1687.942,33.23,33.45
28:1688.065,33.23,33.45
28:1688.191,33.23,33.45
28:1688.315,33.23,33.45
28:1688.438,33.23,33.45
28:1688.564,33.23,33.45
28:1688.687,33.23,33.45
28:1688.810,33.23,33.45
28:1688.933,33.23,33.45
28:1689.060,33.23,33.45
28:1689.183,33.23,33.45
28:1689.306,33.23,33.45
28:1689.429,33.23,33.45
28:1689.556,33.23,33.45
28:1689.679,33.23,33.45
28:1689.802,33.23,33.45
28:1689.928,33.23,33.45
28:1690.051,33.23,33.45
28:1690.174,33.23,33.45
28:1690.297,33.23,33.45
28:1690.424,33.23,33.45
28:1690.547,33.23,33.45
28:1690.670,33.23,33.45
28:1690.793,33.23,33.45
28:1690.919,33.23,33.45
28:1691.043,33.23,33.45
28:1691.165,33.23,33.45
28:1691.292,33.23,33.45
28:1691.415,33.23,33.45
28:1691.538,33.23,33.45
